name,text,label
51058836,我叫贺靖越。是一个男的。是班级中的一个平凡的存在。长像还算个人。我是中国人。我是四川人。我是成都人。我是武侯区的人。我当前属于青春期，我是一位青年。<s>有趣：与关系较好的朋友游历。打游戏。旅游，昆虫学研究，力学研究。无趣：写作业，看电视、洗澡，骑自行车，坐地铁。<s>学习：学以致用，格物致知，勤学苦练，学海无涯。<s>家庭：合谐，温馨，围桌煮酒<s>同学：知己，良善，自私，双标，团结<s>健康：人生大事，根源<s>我听到两个人说话，有人提到我的名字，我的第一反应是：倾听，理解对方所说之事，并对自己加以调整<s>当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：我与亲人外出游玩，赏景<s>去年我：无知，愚蠢，内向，不爱收拾<s>明年我：成熟有爱，大度，包容。,0
51075375,我是一个外内，开朗的男孩，我是来自川大附中学校的一个平凡的学生，我的爱好是跑步、打篮球。我最喜欢吃的食物是炸鸡，可乐，面包。我长着短发、身高也不高。<s>在我家附近有一个游戏机子，在每次周末的下午我都会去那里玩，在那里我有新的体验，让我非常快乐。最无趣的地方就是我父亲最喜欢钓鱼的河边，我每次父亲都让我跟他去，在那里我什么都干不了，只能发呆。<s>学习：是一个充满乐趣，但也很困难，有一些知识怎么学也不可能完全学懂。学习是很困难，但在解答难题时也很快乐，因为克服了困难。<s>家庭：我家是一个充满温馨、和谐的家庭<s>同学：同学在我的成长时是很重要的一个角色，同学之间的友情是多么的珍贵。我们之间可以互相帮助，分享。<s>健康：健康在我的认知里它比什么都很重要。<s>我听到两个人说话，有人提到我的名字，我的第一反应是：我以为他们是在说我的坏话，也可能是在说我好的方面<s>当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：在我幼小的时候，我的父母在我出生时的我拍下的幼小的我，我是多么感激我的父母对我的养育之恩<s>去年我：在我学会骑自行车时拍下的照片，那是有多么的不简单啊！我不知道学自行车我摔了多少次跤。<s>明年我：我不知不觉时就长高了许多。我在成长的方面也从理事不懂到渐渐成熟。在家务方面我帮助了我父母很多小事。,0
51060985,我是学生，我是女儿。我是同学。我本性善良，学习认真，待人友好，但我缺一丝努力，一丝自律，一丝体贴，我面对未来有所期待，回忆过去有所留念。但我为未来有时有所焦虑，回忆过往有所沉痛，我们仍怀希冀之心，积极面对忧愁。成为优秀学生，孝顺女儿，和善同学。<s>有意思：与朋友交流，学习新事物，吃一顿美食，享一时闲暇，在拼博中进步。无意思：漫无目的行走，毫无道理的取笑。<s>学习：进步，困难，机会，积累，磨砺<s>家庭：混乱、温馨、破碎、有真情，避风港、心中地。<s>同学：友善，互助<s>健康：安全，精气神，“身体是革命本钱”。<s>我听到两个人说话，有人提到我的名字，我的第一反应是：他们为什么说我？他们是谁<s>当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：盛夏，笑容，母亲，快乐<s>去年我：在学业上有所不足，学习方法与效率有待提高<s>去年我：在学业上有所不足，学习方法与效率有待提高,1
51071511,我叫姚慧，是一个短头发的女孩，戴着框架眼镜，脸上痣比较多，眼睛小小的，高高瘦瘦的，单眼皮，我的头发很黑，很顺滑，爱画画，梦想是成为一名插画师。<s>有意思：与朋友投喂流浪猫，对家中的仓鼠自言自语，与朋友画画，随笔，与朋友写小说，打羽毛球。最无趣：做数学作业时，在学校上课时，在家中听父母唠叨，玩电子产品，教妹妹妹练字和识字。<s>学习：出路，社会交流工具，智商，大脑，学科，认识母语。<s>家庭：大树，避风港，有爱，令人难受，控制，争吵。<s>同学：有爱，争执，交流场所，虚伪，爱骂人，随声附和，爱告状，安慰，八卦<s>健康：苹果，健壮，水，多运动，精神，作息习惯，熬夜看书、随笔。<s>我听到两个人说话，有人提到我的名字，我的第一反应是：在说我的样子怪吗？在骂我吗？在造我谣吗？他们认识我吗？我惹到他们了吗？<s>当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印深刻的场景：在植物园与父亲发生争执，父亲一气之下将我手中的物品全摔碎，回家时父亲一直在说我。<s>去年我：在同学、老师、朋友的关心照料下逐渐变的开朗，不再有过激行为，也能投入学习，我与同学朝夕相处的目子。<s>明年我：成绩一落千丈，父母着急，我感到内疚、自卑、想哭，不想再拖班级后腿，不想成为父母的拖油瓶，以后父母不再关心我，浪费自身的精力。,1
51073237,"我叫廖研宣，刚满12岁我是一个开朗阳光的女孩情绪有时候不太稳定，生气的时候很想文泄一下。我喜欢道是喜欢韩国的newjears的Donntelle,还有时代年团，比较喜欢熬夜，每次都说不熬夜，但还是习惯性的去熬夜。有时候比较自卑，班里的个别回学还是会说我长得丑或胖之类的，有一个喜欢的人最近很纠结，不知道该怎么办好，觉得他不够好，但还是忍不住去喜欢他，班里有我很讨厌的人，本来是一件很平常的事情，自她就是回斤斤计较，自己不大想理她，我的父母多数时对我很好，现在也很少打我了，每天也都比较开心。<s>有意思的：来上学可以见到自己的好朋友，跑操的时候可以站到喜欢的队，每天在学校里吃八卦CP的时候都很快乐.在学校里的时候会有特别多有趣，新鲜的事，有的人哈哈大笑，周末的时候，那么跟着自己的好朋友一起出去玩，可以在家窝着看电视玩游戏吃零食，而且庄中这里有特别多的零食，吃一口都觉得幸福。他朋友连麦玩迷你世界的时候，很刺激，有一个幸福美满的家庭，父母都很爱我，还有一个哥哥，家里还养了很多小宠物。最无趣有时候是改错特别多的时候，心里还是崩溃的。父亲特别嘱咐说要听一下他的话，就可能会吵到起来，但是大多时候他你是很爱我的。<s>学习：小学初中语中大学金钱，周边、见面、演唱会、语文数学英语。<s>家庭：父母哥哥幸福，和睦吃饭<s>同学：美女，八卦、吃瓜、看美女，互相借钱<s>健康：运动食物、锻炼、<s>我听到两个人说话，有人提到我的名字，我的第一反应是：还说我坏话，你看那个女生……<s>当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：在那里段发小一起玩，特别开心，<s>去年我：还在跟小学回学打打闹闹，哈哈大笑<s>明年我：自目标有愿里有快乐",0
51077371,短发、喜欢看一些小说。长得还行，偏瘦，班上朋友也挺多。成绩也还行。爱好是玩游戏、看帅哥，我还喜观看一些侦探类的电视剧，还有一些动漫电影。我不怎么喜欢出去玩，比较喜欢宅在家里。有音乐的地方就是我的归宿，没事的时候特别喜欢听音乐，我也喜欢在安静的地方待。<s>最无趣的地方就是人多的地方，人多就很吵，我比较喜欢安静的地方。人多的地方就让我感到不舒服，很乱无趣，有意思的地方就是在深山老林里的一个亭子里，没有人来打扰，很安静我干麻就干嘛，在林子里很幽静、空灵。<s>学习：知识渊博、困难，天赋<s>家庭：和睦，团结，团团圆圆，合家团圆。<s>同学：团结，友好，友善，互相帮助，<s>健康：锻炼，饮食，习惯<s>我听到两个人说话，有人提到我的名字，我的第一反应是：会不会在议论我。我是不是做错了什么，我有没有惹到他。他会不会讨厌我。<s>当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：毕业典礼上的那个照片，我们一个班的在一起站看，站在大庭的台上，由校长把毕业证发给我们，随后我站在第一排，摄影师说茄子时，我们高举帽子，把帽子抛向空中。<s>去年我：矮小，担地小，内向，不怎么交往，也不怎说话，朋友少的可怜。<s>明年我：会有很多朋友，会考上一个好的学校好的高中，在班上我会很开心、开朗，成绩也会上涨，,1
51077169,悠然自得想彰显优雅却略失风度。与人交友却互感猜疑。自认温柔大方却是恰笑大方。人人笑我不自知，但我却有自知之明。总是想着与人相处融恰却使我略显呆样。各科各种行业上的全能王。别人的嘲讽与讥笑我无动于衷。别人对我的震惊使我稍感不安。守可我负天下人，天下人却先负我。总是感到对友情上的迷茫<s>最有趣的不过于幽深人静赏曲，带领队员成功胜利，笑观世同百态，最无趣的不过于在繁闹处行走，缺风雅的言行。<s>学习：孜孜不倦、悬刺股、废寝忘食、学富五车、文笔平平、才高八斗、名落孙山、士别三日<s>家庭：幸福美满、和谐、友善、包容理解<s>同学：友善、大方、勤奋、奋进、理解<s>健康：身强体壮、鹤发童额、营养均衡、龙行虎步<s>我听到两个人说话，有人提到我的名字，我的第一反应是：我的名字若能被人提起，必定有求于我，先去一探究竟<s>当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：必须是胜利的我拿着属于我的奖杯领奖时，虽然又有家长十分灿烂的微笑，但笑容十分勉强，让我不寒而栗，眼前伤佛黑了一下，是家人的微笑，令我不再多想。<s>去年我：自认优雅对人礼貌、对人谦让、不争不抱，对大事立场上之不懂得拒绝。<s>明年我：金榜题名，梦想成真，带着全新的自己奔向全新的未来,0
51060001,1.一个长相普通，能力平平的武侯高中美术生，2、有点神经质，喜欢自言自话，不喜欢和别人分享太多自己的事，喜欢独处，3、热忠于研究一些民俗文化和克苏鲁神话，对一些精神状态不好的艺术品或者画作很感兴趣，4.喜欢画漫画、听歌、看漫画、玩手游，喜欢看一些奇异的故事和人物；想去一些一直很想去的地方旅游，5、不喜欢学习，但是会努力学习（虽然不努力）考大学是我现阶段国最大目标.6喜欢撸猫，不管是亲里的还是外面的猫、<s>最有意思的地方：1画漫画，玩游戏，和网上结交的朋友聊天2、吃我妈妈做的饭3撸猫，和猫猫一起睡觉4、最无趣的地方：1、和讨厌的人去上补习班2、待在现在的学校和班上人学习3、日常生活的日程安排太密集，几乎没有自己能自由安排的时间4、没机会去想去的地方5、现有的生活状态<s>学习：1、努力，2、尽其所能3、专注<s>家庭：1、温馨2、和谐<s>同学：1、友善2、互助3、齐精进<s>健康：1、重要2、不可或缺3、安全第一<s>我听到两个人说话，有人提到我的名字，我的第一反应是：1、有可能是在谈论我的事情，比如我的学习、生活、爱好2、也有可能是在无意中提到我而已<s>当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：我和亲人一起出去旅游，<s>去年我：1、和现在的我没什么区别除了矮了点2、依旧喜欢画画，不喜欢和别人交往3、对学习的态度不端正，很懈怠<s>明年我：1.学习安排更紧张，我应该更设有时间去分配了2、我希望明年的我依旧能坚持自己的目标，坚持自己的意志，为生活和理想而努力，不为外物所影响，不轻易被打败能够坚持到底，即使生活不尽人意，也依旧能不迷失自己.,1
51077333,我是一个14岁的初三学生；我是社会的一份子；我是中国人；我是一个勤奋努力的人；我是一个坚持不懈的人；我是一个重情重义的人；我是爸妈的孩子；我是一个有恩必报，有仇不一定报的人；我是我；我是陈佩志<s>在生活中最有意思的必须是在学校与同学相处的时光了，每天会遇到许多有意思的事情，大家一起学习一起讨论，一起思考问题。大家都没有看不起对方，都互相帮助，与同学相处可以很轻松。然后就是老师的课堂了，老师认真负责在一堂课积极准备，上课与同学们的互动非常多，课堂氛围很好，让人感到轻松，同时也可以学到很多知识，学习也不会拉下。老师对学生一视同仁，没有不平等对待学生。在家中父母知道我学习的压力，尽量地不会打扰到，我每天回家他们都会为我准备饭，我学习时都非常安静，并不随意地进入我房间，我实觉得，充实，没有无趣的地方<s>学习：压力大，苦，让人升华，有素养，是好的出路，奋斗的过程，重心。<s>家庭：和谐，亲切，温暖，净土，永远的避风港，一切的开始，亲情。<s>同学：和善，乐于助人，不自私，乐于分享，各有所长，性格好，文明，有缺点但能改<s>健康：祝福，展望，前提<s>我听到两个人说话，有人提到我的名字，我的第一反应是：好奇他们在说什么。并且偷偷站一旁听着，虽然很不礼貌但是十分好奇。<s>当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：小学时在学校奔跑不小心摔倒了，当时一年级，是我第一次脚受伤流血，当时老师跑过来的场景我记忆犹新，我们老师从没有这么慌张过，平时很温暖，看到我受伤却十分焦急<s>去年我：去年因为疫情的突发，改变了很多事，期末考试推迟，同字几乎一半都生病了，生活基本都戴口罩。虽然严重，但老师依然付出，带病给我们上网课，这让我十分感动。<s>明年我：即解中考了人生的第一次重要就折，我不知结果如何，但是我会十分努力并且享受这份努力，期待我最后的高走。,0
51078134,我是一个活发开朗，自信大方的女生，我喜欢运动。我乐于分享生活，与身边家人、朋友交流每日的经历。我性格热情，但有点暴躁。我有着一头短发，带着金框眼镜。我善于争辩，我会保护身边朋友的利益。我喜欢吃零食。我的成绩一般，有时考得好，有时考得烂。我爱恨分明，不会强行挽留任何事物。我做事直率，很少冷静分析。<s>生活中我认为最有意思的是：1、与父母分享校园中发生的事2、练习我的爱好3、和朋友们交谈4、欣赏不同的风景。最无趣取的是：放学独自回家<s>学习：考试、分数<s>家庭：父母、弟弟<s>同学：朋友<s>健康：运动、饮食<s>我听到两个人说话，有人提到我的名字，我的第一反应是：上前询问，不管，直接离开<s>当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：我骑着马走在田野间<s>去年我：迷茫、不知所措、面对问题无法合理处理<s>明年我：坚定、勇敢、努力去达到目标，处理好每件事,0
51062503,我大方自信，很喜欢化妆，我很开心，因为被夸奖，与同学友好相处，有很多好朋友，时而开心时而伤心，多愁善感，喜欢小动物，会感到温暖，共情能力强，所以感受很多，喜欢被爱的感觉，直观感觉到爱很幸福<s>人际交往让人感到有意思，人与人的分离，有开心有遗憾，让人情绪起伏，会开心会难过。最无趣：硬式化教育，让所有人都学一样的来选人好累，好无聊<s>学习：辛苦、认真、累、掉头发<s>家庭：美满、幸福、和谐、有压力、开心、不开心<s>同学：友好、开心、矛盾、三观有不和<s>健康：舒服，开心，痛苦少<s>我听到两个人说话，有人提到我的名字，我的第一反应是：会不会在骂我，或者夸我<s>当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：在他家楼下，送了他玩偶，拉着他一起拍照，2、誓师大会，和好朋友一起拍拍立得<s>去年我：很爱玩，没心没肺，很开心也很难过.<s>明年我：会幸福，有目标会努力，会开心,0
51058756,"我是我明吴，一名学生，我有一张圆圆的脸，小小的眼睛......我热爱舞蹈与游戏，它们使我快乐，充实，我很懒，什么都不想做，就想整天躺在床上睡觉，我的性格像女孩子一样，我都喜欢粉色之美女生喜欢的东西。<s>最有意思的地方：与朋友在一起玩的时候，跳舞表演的时候，与同学一起讨论问题的时候，田径队训练的时候。最无趣的地方：独自一人在家，什么都做不了。独自一人写作业的时候，考试的时候。与家人到外面玩的时候<s>学习：孜孜不倦，勤奋好学，一丝不苟，一心一意，睡觉<s>家庭：吵架，成绩，恩爱，肉麻，美食<s>同学：友好，见色忘友，活泼开朗，顾全大局，关键时刻不掉链子<s>健康：心理健康，身体健康，新冠肺炎<s>我听到两个人说话，有人提到我的名字，我的第一反应是：看向说话的两人，然后走掉。<s>当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：跳舞比赛拿了第一名，站在台上领奖，无数的掌声与欢呼声涌来，非常热闹<s>去年我：初二，在班上成绩很好，参加了运动会，荣获“最后一名”，但同学们没有嘲笑我，鼓励我""尽力就好"",<s>明年我：遇上合格考，英语没达标，高中生涯完蛋，大学希望渺茫。",0
